instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Month,Weekday_Name,Season_Name,Weather_Condition,is_weekend,Day_Type
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,January,Monday,Spring,Mist or Cloudy,0,Weekday
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,January,Monday,Spring,Mist or Cloudy,0,Weekday
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,January,Monday,Spring,Mist or Cloudy,0,Weekday
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,January,Monday,Spring,Mist or Cloudy,0,Weekday
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,January,Monday,Spring,Mist or Cloudy,0,Weekday
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,January,Monday,Spring,Mist or Cloudy,0,Weekday
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,January,Monday,Spring,Mist or Cloudy,0,Weekday
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,January,Monday,Spring,Mist or Cloudy,0,Weekday
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,January,Monday,Spring,Clear or Partly Cloudy,0,Weekday
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,January,Tuesday,Spring,Clear or Partly Cloudy,0,Weekday
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,January,Tuesday,Spring,Clear or Partly Cloudy,0,Weekday
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,January,Tuesday,Spring,Mist or Cloudy,0,Weekday
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,January,Tuesday,Spring,Light Snow or Light Rain,0,Weekday
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,January,Tuesday,Spring,Light Snow or Light Rain,0,Weekday
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,January,Tuesday,Spring,Light Snow or Light Rain,0,Weekday
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,January,Tuesday,Spring,Light Snow or Light Rain,0,Weekday
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,January,Tuesday,Spring,Light Snow or Light Rain,0,Weekday
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,January,Tuesday,Spring,Light Snow or Light Rain,0,Weekday
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,January,Wednesday,Spring,Mist or Cloudy,0,Weekday
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,January,Wednesday,Spring,Mist or Cloudy,0,Weekday
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,January,Wednesday,Spring,Clear or Partly Cloudy,0,Weekday
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,January,Thursday,Spring,Mist or Cloudy,0,Weekday
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,January,Thursday,Spring,Mist or Cloudy,0,Weekday
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,January,Thursday,Spring,Clear or Partly Cloudy,0,Weekday
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,January,Friday,Spring,Clear or Partly Cloudy,0,Weekday
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,January,Friday,Spring,Mist or Cloudy,0,Weekday
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,January,Friday,Spring,Mist or Cloudy,0,Weekday
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,January,Saturday,Spring,Mist or Cloudy,1,Weekend
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,January,Saturday,Spring,Mist or Cloudy,1,Weekend
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,January,Saturday,Spring,Mist or Cloudy,1,Weekend
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,January,Saturday,Spring,Mist or Cloudy,1,Weekend
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,January,Saturday,Spring,Mist or Cloudy,1,Weekend
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,January,Saturday,Spring,Mist or Cloudy,1,Weekend
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,January,Saturday,Spring,Mist or Cloudy,1,Weekend
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,January,Saturday,Spring,Mist or Cloudy,1,Weekend
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,January,Saturday,Spring,Mist or Cloudy,1,Weekend
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,January,Saturday,Spring,Mist or Cloudy,1,Weekend
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,January,Saturday,Spring,Mist or Cloudy,1,Weekend
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,January,Saturday,Spring,Mist or Cloudy,1,Weekend
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,January,Saturday,Spring,Clear or Partly Cloudy,1,Weekend
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,January,Sunday,Spring,Clear or Partly Cloudy,1,Weekend
